Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp
609,2.869569332,6.604586954,1.771131929,77.62105111,78.27866877
653,5.146275643,10.69181299,4.17563116,77.07618453,80.84762464
965,3.150630663,7.094900467,1.266583996,77.03167849,78.94185826
1606,4.472732399,3.703534681,1.172321037,81.96615798,84.50828728
511,1.073106717,4.778997374,1.304991724,80.56984126,71.26060282
499,1.954928139,8.795584313,7.478504946,75.09981779,69.62034279
466,4.894282329,10.3611782,1.881983255,77.04855987,66.04671856
1011,3.789964215,6.921323387,2.157522301,73.87763272,74.89063998
488,2.847090044,4.0049784,1.194063617,88.75904175,78.55765406
655,4.155320261,8.471903672,3.378533434,81.70732285,78.80529701
1163,2.578396982,8.251369366,2.852711345,76.49948817,83.57489964
489,3.81997989,5.814483064,2.849713761,77.39277178,76.91601458
525,2.274515612,7.550150469,1.626172139,76.10323526,65.4827026
448,4.286195029,5.423336394,1.683408041,73.18796565,77.227836
857,5.882264117,9.527125084,3.280718369,75.29463753,75.048077
695,3.781433071,5.557542975,3.475609758,73.15921691,79.4191995
923,3.944214248,5.617882763,2.90032818,75.68293539,75.20874508
1309,3.095439849,7.791530203,1.590602329,75.32684092,78.39452727
1164,4.97542105,6.153971429,0.905272719,75.34888008,72.66607484
552,5.146572225,6.383028239,1.683701764,83.33882562,81.43547866
1257,4.781776847,6.491341279,1.446108976,76.83889448,73.73258675
605,4.711969905,6.2284919,2.201405174,76.1107458,75.80550956
818,4.829899889,7.418264526,2.576915179,75.35715451,81.94795128
972,2.966326323,5.034786136,3.230189356,78.01703236,84.63540756
668,2.44073251,8.511191127,1.582958098,83.44955272,86.94050144
974,2.243030515,4.744055207,2.926562849,74.85727713,69.91458317
549,5.005500774,8.000412364,2.94617049,76.82635144,72.90391969
443,3.857910612,3.834195718,2.511517934,75.42916489,68.35971095
699,2.860067768,7.087563941,1.447409459,78.04162647,80.44787927
706,4.963164757,5.632383399,1.82084903,75.09192024,78.7370484
756,2.27769201,6.89093311,1.565341724,76.83434461,78.75791958
739,4.564297548,4.915523836,2.281652894,75.09408709,79.22962561
1302,2.299981518,4.868272097,2.838077151,74.39564827,64.72480967
548,4.27556187,6.032313384,3.012360706,82.55293404,81.73331692
791,4.385299441,6.46281088,1.741036781,78.25880848,87.27556027
563,3.168876375,7.24697195,3.628543639,76.60752005,74.18447372
780,4.235353349,6.155273635,3.088971627,76.44314802,75.86822722
631,4.904868284,6.925805982,1.838913721,77.53434608,75.6908666
706,2.117073528,4.865864415,2.696707807,77.36734902,87.09947277
1329,4.146629552,4.755088927,1.720233492,77.44882152,83.07050776
438,4.07609976,7.803149316,4.05469899,83.14103176,80.2904602
707,2.503243138,3.797614624,1.284600124,77.90291917,82.18264559
946,3.410976806,4.754553086,1.358525591,76.64320556,70.61896627
750,2.276825457,4.785400754,2.492389393,82.79240193,68.86399174
364,4.815328056,7.260571956,1.019465621,74.28433003,78.70451001
519,2.023178377,6.921181577,5.98906633,75.6781697,73.76274834
565,2.171273032,4.768964314,1.335374827,76.18297039,70.34839675
495,1.99606151,8.802410983,2.749026633,74.24747408,78.19365093
964,2.968759399,4.100594881,1.314352335,74.33104385,77.92812578
760,4.516112209,5.274637527,2.695754213,75.99411962,80.07388039
565,3.712695326,6.464116462,1.002061687,77.14970326,71.20190343
1256,2.49641366,3.29621576,2.891811679,75.22171436,85.61357974
649,3.375283528,5.555514644,1.353849915,74.45142345,79.27492969
922,3.466616458,9.301826253,1.919511243,76.82151152,65.11429965
596,3.203655858,6.55769188,4.705556117,77.53427292,79.37200823
458,3.6629921,10.7978921,2.951984434,83.52735582,79.19725311
716,2.54781076,7.744476055,1.250402956,83.7276609,72.14325888
862,3.636286828,5.921524022,2.501388619,74.85997844,68.52687762
543,4.230492259,5.838544133,2.680154866,78.07266057,76.16056605
487,3.378450905,5.771321373,1.684293763,77.36604516,74.61770433
887,1.924092054,5.961779367,1.470787355,83.19718267,72.79069714
817,2.406988501,7.664824132,1.540529599,77.92806505,77.46513434
597,4.070545154,8.00492032,1.47229715,75.35300941,64.21434675
449,3.010122579,11.29889868,2.207024998,77.44695669,76.58213068
825,4.153615267,7.028772535,1.293903995,78.4180521,79.14641308
866,3.661445143,8.664994142,1.22303845,86.16045924,80.81516775
1140,4.288770301,10.89633579,6.234256716,76.91142258,88.47350391
746,1.87602595,4.425415383,2.540861912,74.9704534,80.45187173
599,3.946371688,3.704981751,1.641831272,75.57665503,84.39772207
541,1.926111674,6.886683341,1.540852815,73.61163063,79.42980906
486,2.724992619,4.44944189,2.288282371,81.21258684,75.86842108
683,2.63639272,8.614252432,2.151373571,74.4310829,72.88985868
1063,4.159509188,3.473125554,2.73265285,77.76626867,72.94487224
916,2.325062913,5.89304435,2.087413513,82.09576308,66.50874786
1007,5.45154722,11.21564322,2.253603905,77.30982119,75.68212672
633,2.965956969,6.666937948,2.90356994,77.04773661,82.15431652
583,2.754460571,6.810988197,3.435221017,76.97847466,84.4940456
888,2.538669375,7.373018467,2.463909043,76.08784399,68.42469459
589,4.623011607,1.457721985,2.777889516,77.1536113,83.16449125
1076,2.703888114,11.93303785,1.312618016,76.64469799,82.84182248
569,4.969020457,7.997720985,6.685426485,78.54150689,70.4267002
1205,4.693127934,4.859712028,3.087607391,76.78901811,85.36679667
967,3.076515477,6.533073673,1.85675126,76.52950782,78.81283587
761,2.572092694,7.264213859,1.48657611,77.05576607,83.62603717
870,4.87796596,4.921829312,2.534211455,78.97892163,76.43011298
928,3.001053287,7.215434438,1.671883476,78.28039403,74.4112942
801,3.718463186,9.592638806,2.466094103,75.07636068,67.72644256
1181,2.243044743,4.891744203,1.577943623,86.76085435,80.48181969
558,2.381107437,4.233087183,5.009578303,74.22682944,88.02715829
798,3.245835318,4.691709681,2.807247236,77.78564622,87.07278154
573,2.322945864,5.222693411,2.808215546,74.92287694,71.94200577
717,4.593562866,7.799980363,2.037152072,77.36706128,70.88536855
498,2.594492905,5.767240631,1.269543893,75.49276142,74.70634845
833,6.681496913,6.513238177,2.89513454,75.99181698,65.31882956
837,3.499285037,5.389177698,1.225570354,77.73127159,89.31959012
1061,4.062674748,6.41019156,2.563775853,77.26600691,83.62737959
833,3.872954689,3.859833498,1.290640505,76.64194728,82.48088545
800,4.904771842,5.840498023,1.554176861,77.35026844,77.9009673
898,2.174168586,4.549271629,2.925932025,75.81819477,70.41207192
603,3.9634518,6.339433766,1.36670298,80.30379465,73.47857286
752,1.135251941,5.564095745,1.766866484,74.60566312,73.91132429
534,5.094038336,9.670051549,2.192183547,74.12448141,65.41637571
913,3.579091873,3.160604993,2.805944002,78.06472222,70.21188544
1257,2.839851544,6.337838161,3.450918453,82.35338271,73.68726776
750,2.799875311,7.631014562,2.911683498,76.63794498,79.40488845
935,2.997496554,2.877057269,1.253529789,75.13782517,79.02393411
415,1.70194368,7.851241416,3.136329666,75.4587696,72.82579131
842,2.801440365,9.60750911,1.945725473,76.45967548,82.10105021
514,4.881438774,5.069417977,2.625229713,84.49924009,82.40921105
543,1.922793823,5.530986315,2.434810664,77.61613623,85.34603283
645,1.877844938,4.947626474,3.588374375,81.63848428,93.1698089
794,2.332406085,4.745694241,2.491106162,77.45579367,94.73203425
481,5.00064105,5.548318885,2.763570723,83.09942189,71.99126924
1399,3.084787577,5.685908179,1.427721081,77.49756056,85.27998424
1322,3.604205435,4.704084337,3.156748864,77.02486102,70.80175155
601,2.434255633,11.74705328,1.974038824,76.41049046,71.91260445
889,3.513520747,6.712865651,1.831842549,79.37268592,76.76956686
765,2.478839288,4.364522783,1.421433312,81.17544379,77.68171093
862,2.685323211,6.857393881,3.089514632,80.16301252,80.22199652
961,4.332142983,4.068593718,1.634463541,77.20618426,71.03375597
528,2.6494139,4.665180616,0.132170258,76.76295966,71.0140397
1085,3.24649973,5.179994919,2.752542144,78.46935297,81.41707114
519,0.837446276,4.980771683,2.603721045,76.40950921,78.23946108
710,0.490253964,7.488382641,2.508828949,80.58075097,74.43174999
708,3.974809524,7.129675059,2.114952682,76.11200002,69.71278748
562,2.721206283,5.327969429,1.459339257,74.43184297,76.66385146
532,4.160339099,0.950931023,1.483508509,77.18568691,76.04431135
1113,4.913042373,5.841508214,1.229038232,81.9977443,72.18431804
1572,3.075017284,11.56318168,1.651836248,76.95341255,77.53746718
932,3.57133638,10.81291421,2.700269748,76.4898902,83.69629649
1267,4.119742571,8.25954341,2.095620353,74.63663496,76.78191794
989,5.401462727,8.27212972,0.81225622,75.89264776,76.80348442
1279,4.148540478,4.531720971,0.318223292,77.54721408,82.57480104
400,3.717109487,4.124321566,0.439110813,76.41543137,80.10387695
724,4.585951825,9.081519126,1.827353561,75.13336804,74.94856506
670,4.039254844,3.315628941,1.939010013,74.67557333,80.06306734
853,3.017186209,6.520062623,2.153441104,77.71825249,70.04190545
1016,4.14845628,4.783201473,3.325827862,75.96698212,69.48813675
608,3.605828147,4.606148078,1.708640321,77.48875159,81.18795761
562,2.346880352,3.946409245,3.19881953,75.0329807,87.22879928
622,3.897182796,4.127809414,1.10486131,81.22046759,83.35658002
477,4.832218474,6.1685357,1.621886363,77.61154168,68.75827382
626,1.253745621,5.344572623,3.520925275,77.40508911,81.27117638
721,4.188020373,5.223035623,1.480834939,76.09217531,76.03495848
472,2.967644504,4.993986225,1.394248264,76.25283157,69.29913119
939,4.373138346,6.111023953,2.369411846,76.33657693,72.37926615
805,4.71376725,4.896263322,3.150943749,82.16572416,84.77335191
1123,3.596865898,5.056221015,3.050391789,83.48153818,79.14113899
654,3.113948962,4.73482065,2.779707317,76.72651209,88.01405451
527,4.627385887,7.942128147,2.421745926,75.50914063,83.11618219
553,2.043580155,5.04796544,2.399444776,75.37606787,78.58027175
1170,1.769214471,4.122819139,3.067950397,77.83678168,84.43820162
506,5.008774859,5.357533285,1.005682408,80.566685,77.42417463
723,2.994447407,7.83207672,2.638920888,77.91016683,64.54398486
1245,2.644842667,5.181874089,1.453307288,84.23378187,79.48323808
1037,2.139223979,7.121392646,1.783265502,77.38760993,71.95918534
823,3.439051585,5.658787154,2.345133131,76.99946822,83.67334383
696,3.101488592,5.783725845,2.477938657,76.24305545,70.65954738
736,5.510274367,0.676002947,1.330551608,77.01108736,71.28609163
674,2.622135494,6.31041928,1.690341029,77.60381986,70.87025268
718,2.661980102,7.780687656,6.15425531,87.32721455,74.01337491
754,4.495885402,6.438608231,1.420315394,76.13543934,73.30304814
1397,2.130826819,9.075926875,1.993231093,75.51146297,88.32371207
1471,4.9297411,4.571054296,2.844449866,76.2773659,82.16805967
629,3.652638061,7.061919461,1.945130458,78.03313042,77.48147395
522,2.554473268,5.25512386,1.910306335,75.86507634,68.37670536
423,3.379361378,7.078721034,3.18598515,75.47921947,68.96102955
847,3.652028095,4.875655747,2.635374698,83.61813958,83.51824741
956,3.539700065,5.791963496,3.665662728,75.0713396,83.59353834
656,5.407194461,7.119221721,4.566446301,74.22794639,75.38954156
631,3.421485912,7.824069687,2.062325612,84.90972004,70.82777732
375,3.070650754,4.382577011,5.662660222,87.30647088,84.20808135
696,5.115436256,11.96971897,1.451358043,75.80494139,82.65265028
1643,4.22495823,5.287678469,2.101629611,75.96496363,76.18415893
1399,2.614292168,10.15993445,1.824977062,84.79132891,82.07845075
359,3.97649607,4.490550919,2.536123302,77.40430714,65.00064898
864,4.17359004,6.185513889,2.557423495,74.7850961,82.94019401
559,1.958456829,10.56191604,2.596175741,76.20048818,75.88591346
993,4.589631185,5.981373028,5.091914931,76.89073111,73.19463809
773,2.445734907,5.241074684,5.369473629,76.02374728,81.32487319
1040,4.193282183,6.529336466,2.553819831,76.96287515,82.92653193
396,2.638931962,6.46798201,2.764093476,75.22596238,65.43859951
1046,2.633548973,5.923292372,2.319850203,85.48918139,84.61754626
689,5.694958881,8.138419783,1.726182744,74.4707618,74.19220447
433,5.215475751,6.347829152,3.120240009,75.73109636,71.66999648
499,3.840890143,8.256118489,2.940317629,75.48135127,68.64547938
512,3.489710092,4.105276645,3.715531635,76.75211259,71.9705054
419,2.414700613,6.260711301,3.482943425,74.42246879,74.44676543
1067,2.596989773,6.109565826,1.831038576,74.98856091,82.24815833
798,3.318044459,4.68282077,2.310721541,73.93855491,69.17532136
1102,4.987967228,4.523872227,4.753318143,76.90633968,89.29876232
664,3.938858848,4.876558613,1.582987312,76.89144033,80.32686929
825,4.119940474,4.13513745,3.513194787,76.58104499,75.6584191
892,2.731918237,10.72101474,2.452784834,76.43560548,80.65117182
726,4.751341187,10.85541707,1.836491812,76.57864189,82.19612109
1237,1.861725303,7.363719851,2.879819379,74.5332624,76.91598835
1011,5.192799125,5.573425703,2.76601865,76.23917476,85.53686868
708,3.220026055,8.371826502,2.931057427,77.4291513,75.51225193
1123,3.542710263,4.174901314,1.44427515,76.40633848,82.20608247
573,3.422601747,4.266568953,1.121107052,76.96690962,80.18105785
602,3.257708561,5.541050006,2.368374112,78.32003634,82.49250626
1029,3.564528438,2.199117452,1.248571495,78.1412114,86.34509902
883,2.943956192,8.174336219,2.141178303,81.35644579,71.53373093
757,4.507734442,10.83225374,3.020663717,76.82783565,82.91238059
889,4.526343353,6.506942668,1.653313817,76.0609761,79.38012428
636,3.829276459,8.89087147,1.645987078,82.656321,73.16644593
895,4.13775442,5.803053496,1.308907493,76.25152367,78.1776695
1395,4.71110054,5.550488748,2.474596488,77.83628071,77.52950596
505,4.29602848,6.603779859,1.929350027,82.0680808,85.77671551
833,2.439080183,5.634983097,1.294129789,75.34880672,80.02825876
867,2.767052496,9.885672267,2.738814527,76.10050041,71.63463411
651,4.11118933,0.729635243,1.798563282,76.5934088,88.6878075
665,4.452374923,5.674046145,1.792390917,77.47653483,87.1617093
784,3.910580188,5.580130441,1.548550027,76.99258008,73.65681047
916,3.687281563,3.584831096,3.108663244,75.53965734,71.12005276
921,3.918281513,5.206957338,2.210804871,77.59538041,80.70630966
868,2.603741101,11.87232134,5.105756547,83.11927172,71.70115963
710,2.595247337,8.96924871,1.801367243,80.18670614,81.1556856
1194,4.705356947,4.990944615,1.382886401,75.56303264,74.67170708
1438,3.281021024,5.718334944,2.943068476,80.03846719,83.14299434
779,2.149313521,4.565083424,2.415558768,76.25100661,75.84563758
816,2.4765563,7.148462324,3.075199937,75.19319426,81.58926998
703,5.209031561,3.525349382,3.358740468,76.01119108,89.30875989
568,1.696736837,5.110855817,1.106498518,77.04977036,66.18927678
742,2.697544338,1.90964536,2.944372582,76.16890901,71.61259434
761,1.90794551,10.83284203,3.913333548,84.86560237,82.0968594
1326,1.101977656,7.399766348,2.406374367,78.27808426,75.43739809
681,2.37614726,6.007720802,2.642986924,82.29481085,79.60145079
637,0.525993641,6.002145893,3.168892847,75.21682329,81.19487281
721,0.937680029,9.917051815,1.814810093,76.78796672,90.25642371
895,3.583424792,6.139456573,1.91138515,76.29299127,84.26132241
548,4.144661004,6.187242772,3.967751861,76.78410276,88.21245615
777,3.494420928,2.123879226,1.372397565,76.8509158,70.16240988
556,3.875432146,5.594232018,1.707564321,75.67218606,78.17097755
898,2.585566431,7.089434051,2.646055208,77.72808652,75.35173955
698,2.886641016,4.184017163,2.163714173,76.60273948,80.04467055
615,2.96589864,5.954174847,1.660326975,84.57103851,86.68767258
850,3.996281296,3.968514544,1.752938066,73.21837247,72.77117893
1024,4.026416389,7.640070335,1.759030894,75.94075877,69.96715878
725,2.262110142,4.846000691,1.68042612,75.39806599,77.18423929
608,1.868910113,3.946784288,2.613913121,76.42066757,77.45702176
1208,2.848783121,4.551286709,1.531674201,85.58598655,70.15434135
741,4.549989748,4.379714854,1.252984607,81.64093372,81.9759681
610,3.279106253,7.912288777,1.524616847,74.83928781,83.26239706
1430,1.639557958,4.318094461,2.662880008,78.44076367,81.29913989
486,2.565510759,5.844720549,2.913557329,76.30859395,70.86994857
1330,4.091167952,7.747142854,1.184174723,86.05612383,80.0020378
586,2.58412319,8.394562263,5.308963758,75.29371693,73.86968496
973,2.349488362,5.715477129,3.340146388,78.82165897,77.50673439
848,3.141309053,4.934939245,0.902003793,76.3427375,76.21682356
429,2.922127128,7.354465395,1.391289549,76.7308328,86.29248919
790,3.671562032,9.162122911,2.048472916,87.57330929,80.32402027
1409,2.781201742,7.002047277,2.945532635,84.63672065,81.15976588
1073,3.996285668,8.005575743,3.5333546,77.20595129,79.89698379
471,2.273041389,1.732374066,3.032399905,76.84999334,87.611261
563,3.565564782,6.023810413,1.745224853,77.55714107,92.97666134
784,4.333658486,6.633997864,1.480859928,77.57833828,76.35219697
646,4.181883296,3.797637417,1.718030789,75.13355194,80.2782973
407,3.903345604,5.881768225,1.581144105,74.29631644,71.83388019
694,2.640248751,9.99607866,3.042695293,74.84425702,77.58058766
756,4.1724154,5.314295427,1.680325738,77.24539231,84.48030946
540,4.49393727,4.540692508,5.520895983,75.29166223,82.00832609
437,3.57372089,11.6261141,1.593850041,75.83741084,84.03176324
802,1.383035662,8.789020499,1.150640906,76.35125804,81.5381159
534,4.868954916,7.626631407,3.115786527,75.02213605,76.00826893
532,2.425273383,6.728471373,2.529577947,75.04811714,78.00479854
866,4.266469313,4.62560235,0.450964037,76.27365907,77.5820768
751,2.939455221,7.395152577,2.48423955,77.6075122,72.1952532
818,2.851041777,6.522014704,1.049731058,73.76684632,85.68208312
1041,2.83864154,8.972755248,2.359883504,74.56145059,85.5949273
748,5.835674549,2.185115517,2.481491619,76.90422199,82.56770713
995,4.685973202,8.69713596,1.805719153,75.08710777,73.57732873
906,4.136836785,5.439018349,3.064462254,75.8012953,78.31019024
610,2.637153698,9.658472625,1.556941626,74.27894457,77.22665728
496,2.325606557,2.679709168,1.871160927,75.69432891,78.92387811
843,4.969990275,5.518523299,1.460749517,76.47412707,88.35872488
617,5.597605045,5.325127589,3.186785589,77.76655872,75.45673451
665,3.534302541,2.038869673,3.303278829,74.48269982,76.87907329
594,2.670296999,9.094531454,2.782816089,77.07716121,83.55629602
849,1.823684509,4.963849447,1.531300101,75.23716064,75.90831512
412,3.853637594,0.682705621,1.142122335,78.92461439,82.9751033
777,3.690403421,7.173185602,1.777524647,76.16790873,67.04685363
743,5.244466741,4.403791922,2.002025289,78.2047239,74.93703598
1165,1.757135622,8.404612748,2.682456745,76.80375821,85.17412268
764,4.400957368,4.305891514,1.503456866,86.71542919,76.145088
1010,3.509366845,9.522200768,1.757520626,76.17511701,76.19738868
811,2.591548481,5.559935659,2.633080618,78.86876666,73.07189434
877,2.645141192,4.907181129,2.87936313,76.55135079,78.94433959
429,2.43658945,5.697686557,2.96917855,75.45430213,72.66197718
525,5.165195144,5.148526002,1.782594371,78.07274971,81.23039384
576,2.436291182,5.826030367,2.23110206,84.15854255,85.20399755
937,2.497086591,7.505504694,5.875412076,87.6495776,72.45835961
1502,4.930148256,6.596562046,1.053579297,77.26052314,78.57143509
565,3.561973717,4.633838276,3.479694469,83.92192615,70.10777505
741,3.491187381,9.184080896,3.59211969,75.0969959,80.28199715
736,4.970301641,1.274067616,1.576956461,75.64646347,83.16408978
664,3.978487755,7.537095002,4.853973435,76.41286716,84.56546386
833,2.558216044,7.365991047,0.829728234,76.60290281,69.71484108
764,4.926402834,7.832377738,2.963407118,76.73697699,81.32544523
1530,2.242948241,4.266780416,3.484117494,75.94702867,79.78894048
610,4.497759072,9.97742777,1.886269766,75.36630519,70.15447657
398,4.027409071,10.78283449,3.452318116,84.12953144,76.58546302
690,2.508521171,8.929262625,2.800429009,76.19663358,69.35730764
686,2.416846169,5.5774023,1.087944208,74.61820895,75.83855518
702,3.735523126,5.914806049,2.343504061,75.46582519,76.11134466
606,2.464929233,4.185803743,3.04086283,85.13621887,80.94802536
570,2.430015092,7.928763746,2.157161733,75.66652052,87.3897552
970,4.241041866,6.094632128,2.853257852,85.91497541,80.41509596
633,2.789075516,11.45201009,2.178440641,75.87365538,74.32332928
412,2.362120032,5.287335774,3.374041472,84.56660548,76.51758077
580,3.661043769,5.071958429,2.493102068,75.57654239,85.065886
554,4.558723581,5.033936224,2.746800764,81.96371485,79.55500937
617,3.461928464,6.336159318,1.495317234,73.98272395,67.66260243
741,5.471766253,7.23336181,2.414522506,78.56844098,80.83646056
933,0.629344733,3.297014977,1.623206099,83.65019295,78.92146338
788,2.521130314,6.699980868,2.372437111,85.19798641,77.1124141
445,2.043841502,6.018027151,1.231359175,83.49420929,68.13465624
691,4.023224806,1.460062743,1.924070024,74.95210378,79.82551296
1177,3.281356375,8.788773491,1.554133367,73.35331961,74.99257866
999,4.228437973,4.758593825,1.337887626,82.33242982,77.64251558
1264,2.533666978,3.565872393,1.491929142,77.1937573,85.39630066
896,2.194180132,6.87155395,1.570920565,77.76617572,86.37292478
876,0.864577095,7.08076952,0.346250886,77.34959813,80.85344052
901,5.311069944,8.199822864,2.004376,83.37610211,73.45976107
1092,2.598047834,6.188768127,2.92280227,75.35728712,72.51581225
582,2.607064674,3.666669501,1.323993276,75.41941883,76.79359739
1000,2.318481441,11.63922019,2.342058547,76.53774241,94.04875781
713,1.864006589,5.230138734,1.257343634,76.80767554,72.56259568
637,4.141045252,6.828234578,1.787165992,77.2377819,73.85617551
842,2.157858938,5.945513819,3.409403463,84.17256142,84.78963878
712,3.458949399,4.830578583,2.883789415,73.3878927,76.80582923
767,5.40062626,3.149538797,1.238246784,75.83523765,72.27791971
726,2.412902297,1.556296935,2.058585185,76.55919201,76.10908065
845,3.779472379,7.825719783,1.560637789,76.41089699,86.06718086
944,3.336739885,6.430121819,4.798936206,78.89095655,88.97491246
1176,4.006072822,5.246207525,2.928504973,77.70125945,85.38070899
477,2.964359439,2.488098005,2.585564233,76.47554186,75.24074763
589,3.062293597,9.985074769,2.050925302,77.82318558,74.84090294
910,4.781816562,5.998269381,1.638388036,75.08142236,71.36366509
857,4.066156628,3.779674539,1.072127213,75.77330752,78.07340937
1042,3.728910664,8.259676329,1.726982238,80.59628108,74.65251122
930,2.784832913,6.097536621,5.240861622,76.09381193,81.97399838
945,6.45811012,3.353950794,1.502761083,76.69807139,75.43535683
468,2.194237971,3.611104703,1.24425062,79.63101017,85.25960924
907,4.032232768,5.981494201,1.851340666,77.26455202,83.82832915
576,2.491347599,6.666685506,1.848949431,83.78231968,77.89665768
917,4.727426725,4.236539521,1.620642325,75.67402668,88.02752076
984,5.158188764,7.222813709,1.507718935,76.29203086,84.56166357
974,2.763176309,10.87043181,2.817330659,77.01861494,80.24576031
472,2.538352549,4.768480476,2.011763734,75.46198967,77.54013406
594,2.361822486,4.834045398,2.845669109,76.63508346,73.92276051
1145,4.01503389,5.256223304,3.169126068,76.95818717,67.86147876
576,5.255375966,6.575026884,4.963053286,78.09184626,82.0509277
1282,5.558612555,8.960964637,3.173773805,77.86539386,80.79864283
643,2.724924831,1.783291995,3.20657974,76.31177674,77.7290375
701,4.331489416,7.30169045,2.345102439,77.21548525,81.89242909
821,2.474992278,4.557607218,3.021048458,78.83242513,79.22882156
451,2.512356995,5.452655214,1.593492647,75.97447857,78.9122667
735,3.260304756,5.64401045,0.949048447,83.11326091,79.17274839
1314,2.271190441,6.741128426,1.983429889,76.64462816,84.67242797
